trip_id,service_id,route_id,trip_headsign,direction_id,block_id
"1","8","0006","6 | Saint-Jacques Morinais","0","1049116"
"15064","4","0052","52 | Montgermont Chapelle Gévezé","1","1064761"
"15065","2","0052","52 | Montgermont Chapelle Gévezé","1","1063030"
"15066","3","0052","52 | Montgermont Chapelle Gévezé","1","1076843"
"15067","4","0052","52 | Montgermont Chapelle Gévezé","1","1064760"
"15068","2","0052","52 | Montgermont Chapelle Gévezé","1","1063031"
"15069","3","0052","52 | Montgermont Chapelle Gévezé","1","1076844"
"1507","13","0031","31 | Beaulieu Chimie","1","1048502"
"15070","4","0052","52 | Montgermont Chapelle Gévezé","1","1064761"
"15071","2","0052","52 | Montgermont Chapelle Gévezé","1","1063030"
"15072","3","0052","52 | Montgermont Chapelle Gévezé","1","1076843"
"15073","4","0052","52 | Montgermont Chapelle Gévezé","1","1064760"
"15074","2","0052","52 | Rennes Villejean-Université","0","1063031"
"15075","3","0052","52 | Rennes Villejean-Université","0","1076844"
"15076","4","0052","52 | Rennes Villejean-Université","0","1064761"
"15077","2","0052","52 | Rennes Villejean-Université","0","1063030"
"15078","3","0052","52 | Rennes Villejean-Université","0","1076843"
"15079","4","0052","52 | Rennes Villejean-Université","0","1064760"
"1508","17","0031","31 | Beaulieu Chimie","1","1047551"
"15080","2","0052","52 | Rennes Villejean-Université","0","1063031"
"15081","3","0052","52 | Rennes Villejean-Université","0","1076844"
"15082","4","0052","52 | Rennes Villejean-Université","0","1064761"
"15083","2","0052","52 | Rennes Villejean-Université","0","1063030"
"15084","3","0052","52 | Rennes Villejean-Université","0","1076843"
"15085","4","0052","52 | Rennes Villejean-Université","0","1064760"
"15086","2","0052","52 | Rennes Villejean-Université","0","1063031"
"15087","3","0052","52 | Rennes Villejean-Université","0","1076844"
"15088","4","0052","52 | Rennes Villejean-Université","0","1064761"
"15089","2","0052","52 | Rennes Villejean-Université","0","1063030"
"1509","21","0031","31 | Beaulieu Chimie","1","1049839"
"15090","3","0052","52 | Rennes Villejean-Université","0","1076843"
"15091","4","0052","52 | Rennes Villejean-Université","0","1064760"
"15092","2","0052","52 | Rennes Villejean-Université","0","1063031"
"15093","3","0052","52 | Rennes Villejean-Université","0","1076844"
"15094","4","0052","52 | Rennes Villejean-Université","0","1064761"
"15095","2","0052","52 | Rennes Villejean-Université","0","1063030"
"15096","3","0052","52 | Rennes Villejean-Université","0","1076843"
"15097","4","0052","52 | Rennes Villejean-Université","0","1064760"
"15098","2","0052","52 | Rennes Villejean-Université","0","1063031"
"15099","3","0052","52 | Rennes Villejean-Université","0","1076844"
"151","8","0006","6 | Cesson-Sévigné Base de Loisirs","1","1049114"
"1510","28","0031","31 | Beaulieu Chimie","1","1049296"
"15100","4","0052","52 | Rennes Villejean-Université","0","1064761"
"15101","2","0077","77 | Pacé Pâtis Roussel","0","1063030"
"15102","3","0077","77 | Pacé Pâtis Roussel","0","1076843"
"15103","4","0077","77 | Pacé Pâtis Roussel","0","1064760"
"15104","2","0077","77 | Rennes Villejean-Université","1","1063031"
"15105","3","0077","77 | Rennes Villejean-Université","1","1076844"
"15106","4","0077","77 | Rennes Villejean-Université","1","1064761"
"15107","2","0077","77 | Pacé Pâtis Roussel","0","1063031"
"15108","3","0077","77 | Pacé Pâtis Roussel","0","1076844"
"15109","4","0077","77 | Pacé Pâtis Roussel","0","1064761"
"1511","8","0031","31 | Villejean Churchill","0","1049036"
"15110","2","0077","77 | Pacé Pâtis Roussel","0","1063030"
"15111","3","0077","77 | Pacé Pâtis Roussel","0","1076843"
"15112","4","0077","77 | Pacé Pâtis Roussel","0","1064760"
"15113","2","0077","77 | Pacé Pâtis Roussel","0","1063031"
"15114","3","0077","77 | Pacé Pâtis Roussel","0","1076844"
"15115","4","0077","77 | Pacé Pâtis Roussel","0","1064761"
"15116","2","0077","77 | Pacé Pâtis Roussel","0","1063030"
"15117","3","0077","77 | Pacé Pâtis Roussel","0","1076843"
"15118","4","0077","77 | Pacé Pâtis Roussel","0","1064760"
"15119","2","0077","77 | Pacé Pâtis Roussel","0","1063031"
"1512","13","0031","31 | Villejean Churchill","0","1048506"
"15120","3","0077","77 | Pacé Pâtis Roussel","0","1076844"
"15121","4","0077","77 | Pacé Pâtis Roussel","0","1064761"
"15122","2","0077","77 | Pacé Pâtis Roussel","0","1063030"
"15123","3","0077","77 | Pacé Pâtis Roussel","0","1076843"
"15124","4","0077","77 | Pacé Pâtis Roussel","0","1064760"
"15125","2","0077","77 | Pacé Pâtis Roussel","0","1063031"
"15126","3","0077","77 | Pacé Pâtis Roussel","0","1076844"
"15127","4","0077","77 | Pacé Pâtis Roussel","0","1064761"
"15128","2","0077","77 | Pacé Pâtis Roussel","0","1063030"
"15129","3","0077","77 | Pacé Pâtis Roussel","0","1076843"
"1513","17","0031","31 | Villejean Churchill","0","1047555"
"15130","4","0077","77 | Pacé Pâtis Roussel","0","1064760"
"15131","2","0077","77 | Pacé Pâtis Roussel","0","1063031"
"15132","3","0077","77 | Pacé Pâtis Roussel","0","1076844"
"15133","4","0077","77 | Pacé Pâtis Roussel","0","1064761"
"15134","2","0077","77 | Rennes Villejean-Université","1","1063030"
"15135","3","0077","77 | Rennes Villejean-Université","1","1076843"
"15136","4","0077","77 | Rennes Villejean-Université","1","1064760"
"15137","2","0077","77 | Rennes Villejean-Université","1","1063031"
"15138","3","0077","77 | Rennes Villejean-Université","1","1076844"
"15139","4","0077","77 | Rennes Villejean-Université","1","1064761"
"1514","21","0031","31 | Villejean Churchill","0","1049843"
"15140","2","0077","77 | Rennes Villejean-Université","1","1063030"
"15141","3","0077","77 | Rennes Villejean-Université","1","1076843"
"15142","4","0077","77 | Rennes Villejean-Université","1","1064760"
"15143","2","0077","77 | Rennes Villejean-Université","1","1063031"
"15144","3","0077","77 | Rennes Villejean-Université","1","1076844"
"15145","4","0077","77 | Rennes Villejean-Université","1","1064761"
"15146","2","0077","77 | Rennes Villejean-Université","1","1063030"
"15147","3","0077","77 | Rennes Villejean-Université","1","1076843"
"15148","4","0077","77 | Rennes Villejean-Université","1","1064760"
"15149","2","0077","77 | Rennes Villejean-Université","1","1063031"
"1515","28","0031","31 | Villejean Churchill","0","1049300"
"15150","3","0077","77 | Rennes Villejean-Université","1","1076844"
"15151","4","0077","77 | Rennes Villejean-Université","1","1064761"
"15152","2","0077","77 | Rennes Villejean-Université","1","1063030"
"15153","3","0077","77 | Rennes Villejean-Université","1","1076843"
"15154","4","0077","77 | Rennes Villejean-Université","1","1064760"
"15155","2","0077","77 | Rennes Villejean-Université","1","1063031"
"15156","3","0077","77 | Rennes Villejean-Université","1","1076844"
"15157","4","0077","77 | Rennes Villejean-Université","1","1064761"
"15158","2","0077","77 | Rennes Villejean-Université","1","1063030"
"15159","3","0077","77 | Rennes Villejean-Université","1","1076843"
"1516","8","0031","31 | Villejean Churchill","0","1049037"
"15160","4","0077","77 | Rennes Villejean-Université","1","1064760"
"15161","2","0065","65 | Pacé Cimetière","1","1063034"
"15162","3","0065","65 | Pacé Cimetière","1","1076847"
"15163","4","0065","65 | Pacé Cimetière","1","1064764"
"15164","2","0065","65 | Pacé Cimetière","1","1063034"
"15165","3","0065","65 | Pacé Cimetière","1","1076847"
"15166","4","0065","65 | Pacé Cimetière","1","1064764"
"15167","2","0065","65 | Pacé / Parthenay-de-B.","0","1063034"
"15168","3","0065","65 | Pacé / Parthenay-de-B.","0","1076847"
"15169","4","0065","65 | Pacé / Parthenay-de-B.","0","1064764"
"1517","13","0031","31 | Villejean Churchill","0","1048507"
"15170","2","0065","65 | Pacé / Parthenay-de-B.","0","1063034"
"15171","3","0065","65 | Pacé / Parthenay-de-B.","0","1076847"
"15172","4","0065","65 | Pacé / Parthenay-de-B.","0","1064764"
"15173","2","0065","65 | Pacé / Parthenay-de-B.","0","1063034"
"15174","3","0065","65 | Pacé / Parthenay-de-B.","0","1076847"
"15175","4","0065","65 | Pacé / Parthenay-de-B.","0","1064764"
"15176","2","0065","65 | Pacé Cimetière","1","1063034"
"15177","3","0065","65 | Pacé Cimetière","1","1076847"
"15178","4","0065","65 | Pacé Cimetière","1","1064764"
"15179","2","0065","65 | Pacé / Parthenay-de-B.","0","1063034"
"1518","17","0031","31 | Villejean Churchill","0","1047556"
"15180","3","0065","65 | Pacé / Parthenay-de-B.","0","1076847"
"15181","4","0065","65 | Pacé / Parthenay-de-B.","0","1064764"
"15182","2","0065","65 | Pacé Cimetière","1","1063034"
"15183","3","0065","65 | Pacé Cimetière","1","1076847"
"15184","4","0065","65 | Pacé Cimetière","1","1064764"
"15185","6","0152","152 | Rennes Lycée Basch","1","1068458"
"15186","11","0152","152 | Rennes Lycée Basch","1","1067786"
"15187","15","0152","152 | Rennes Lycée Basch","1","1068006"
"15188","19","0152","152 | Rennes Lycée Basch","1","1068222"
"15189","26","0152","152 | Rennes Lycée Basch","1","1070484"
"1519","21","0031","31 | Villejean Churchill","0","1049844"
"15190","6","0152","152 | Saint-Gilles","0","1068459"
"15191","11","0152","152 | Saint-Gilles","0","1067787"
"15192","15","0152","152 | Saint-Gilles","0","1068007"
"15193","19","0152","152 | Saint-Gilles","0","1068223"
"15194","26","0152","152 | Saint-Gilles","0","1070485"
"15195","6","0152","152 | Saint-Gilles","0","1068459"
"15196","11","0152","152 | Saint-Gilles","0","1067787"
"15197","15","0152","152 | Saint-Gilles","0","1068007"
"15198","19","0152","152 | Saint-Gilles","0","1068223"
"15199","26","0152","152 | Saint-Gilles","0","1070485"
"152","13","0006","6 | Cesson-Sévigné Base de Loisirs","1","1048584"
"1520","28","0031","31 | Villejean Churchill","0","1049301"
"15200","6","0152","152 | Rennes Lycée Basch","1","1068371"
"15201","11","0152","152 | Rennes Lycée Basch","1","1067699"
"15202","15","0152","152 | Rennes Lycée Basch","1","1067919"
"15203","19","0152","152 | Rennes Lycée Basch","1","1068137"
"15204","26","0152","152 | Rennes Lycée Basch","1","1070398"
"15205","7","0065","65 | Scolaire","0","1068443"
"15206","12","0065","65 | Scolaire","0","1067771"
"15207","16","0065","65 | Scolaire","0","1067991"
"15208","27","0065","65 | Scolaire","0","1070469"
"15209","20","0077","77 | Rennes Villejean-Université","0","1068211"
"1521","8","0031","31 | Villejean Churchill","0","1049093"
"15210","7","0065","65 | Scolaire","0","1068456"
"15211","12","0065","65 | Scolaire","0","1067784"
"15212","16","0065","65 | Scolaire","0","1068004"
"15213","20","0065","65 | Scolaire","0","1068206"
"15214","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15215","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15216","24","0065","65 | Pacé / Parthenay-de-B.","0","1068784"
"15217","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15218","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15219","24","0065","65 | Rennes Villejean-Université","1","1068785"
"1522","13","0031","31 | Villejean Churchill","0","1048563"
"15220","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15221","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"15222","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15223","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"15224","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15225","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"15226","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15227","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"15228","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15229","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"1523","17","0031","31 | Villejean Churchill","0","1047630"
"15230","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15231","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"15232","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15233","24","0065","65 | Pacé / Parthenay-de-B.","0","1068783"
"15234","24","0065","65 | Pacé / Parthenay-de-B.","0","1068785"
"15235","24","0065","65 | Rennes Villejean-Université","1","1068783"
"15236","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15237","24","0065","65 | Rennes Villejean-Université","1","1068783"
"15238","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15239","24","0065","65 | Rennes Villejean-Université","1","1068783"
"1524","21","0031","31 | Villejean Churchill","0","1049900"
"15240","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15241","24","0065","65 | Rennes Villejean-Université","1","1068783"
"15242","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15243","24","0065","65 | Rennes Villejean-Université","1","1068783"
"15244","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15245","24","0065","65 | Rennes Villejean-Université","1","1068783"
"15246","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15247","24","0065","65 | Rennes Villejean-Université","1","1068783"
"15248","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15249","24","0065","65 | Rennes Villejean-Université","1","1068783"
"1525","28","0031","31 | Villejean Churchill","0","1049357"
"15250","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15251","24","0065","65 | Rennes Villejean-Université","1","1068785"
"15252","6","0065","65 | Rennes Villejean-Université","1","1068440"
"15253","11","0065","65 | Rennes Villejean-Université","1","1067768"
"15254","15","0065","65 | Rennes Villejean-Université","1","1067988"
"15255","19","0065","65 | Rennes Villejean-Université","1","1068205"
"15256","26","0065","65 | Rennes Villejean-Université","1","1070466"
"15257","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15258","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15259","15","0065","65 | Rennes Villejean-Université","1","1067989"
"1526","8","0031","31 | Villejean Churchill","0","1049042"
"15260","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15261","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15262","6","0065","65 | Rennes Villejean-Université","1","1068443"
"15263","11","0065","65 | Rennes Villejean-Université","1","1067771"
"15264","15","0065","65 | Rennes Villejean-Université","1","1067991"
"15265","19","0065","65 | Rennes Villejean-Université","1","1068208"
"15266","26","0065","65 | Rennes Villejean-Université","1","1070469"
"15267","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15268","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15269","15","0065","65 | Rennes Villejean-Université","1","1067989"
"1527","13","0031","31 | Villejean Churchill","0","1048512"
"15270","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15271","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15272","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15273","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15274","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"15275","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15276","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15277","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15278","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15279","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"1528","17","0031","31 | Villejean Churchill","0","1047562"
"15280","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15281","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15282","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15283","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15284","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"15285","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15286","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15287","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15288","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15289","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"1529","21","0031","31 | Villejean Churchill","0","1049849"
"15290","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15291","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15292","6","0065","65 | Pacé / Parthenay-de-B.","0","1068440"
"15293","11","0065","65 | Pacé / Parthenay-de-B.","0","1067768"
"15294","15","0065","65 | Pacé / Parthenay-de-B.","0","1067988"
"15295","19","0065","65 | Pacé / Parthenay-de-B.","0","1068205"
"15296","26","0065","65 | Pacé / Parthenay-de-B.","0","1070466"
"15297","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15298","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15299","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"153","17","0006","6 | Cesson-Sévigné Base de Loisirs","1","1047654"
"1530","28","0031","31 | Villejean Churchill","0","1049306"
"15300","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15301","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15302","6","0065","65 | Pacé / Parthenay-de-B.","0","1068440"
"15303","11","0065","65 | Pacé / Parthenay-de-B.","0","1067768"
"15304","15","0065","65 | Pacé / Parthenay-de-B.","0","1067988"
"15305","19","0065","65 | Pacé / Parthenay-de-B.","0","1068205"
"15306","26","0065","65 | Pacé / Parthenay-de-B.","0","1070466"
"15307","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15308","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15309","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"1531","8","0031","31 | Villejean Churchill","0","1049031"
"15310","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15311","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15312","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15313","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15314","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"15315","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15316","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15317","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15318","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15319","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"1532","13","0031","31 | Villejean Churchill","0","1048501"
"15320","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15321","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15322","6","0065","65 | Pacé / Parthenay-de-B.","0","1068448"
"15323","11","0065","65 | Pacé / Parthenay-de-B.","0","1067776"
"15324","15","0065","65 | Pacé / Parthenay-de-B.","0","1067996"
"15325","19","0065","65 | Pacé / Parthenay-de-B.","0","1068213"
"15326","26","0065","65 | Pacé / Parthenay-de-B.","0","1070474"
"15327","6","0065","65 | Pacé / Parthenay-de-B.","0","1068443"
"15328","11","0065","65 | Pacé / Parthenay-de-B.","0","1067771"
"15329","15","0065","65 | Pacé / Parthenay-de-B.","0","1067991"
"1533","17","0031","31 | Villejean Churchill","0","1047550"
"15330","19","0065","65 | Pacé / Parthenay-de-B.","0","1068208"
"15331","26","0065","65 | Pacé / Parthenay-de-B.","0","1070469"
"15332","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15333","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15334","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"15335","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15336","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15337","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15338","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15339","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"1534","21","0031","31 | Villejean Churchill","0","1049838"
"15340","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15341","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15342","6","0065","65 | Pacé / Parthenay-de-B.","0","1068443"
"15343","11","0065","65 | Pacé / Parthenay-de-B.","0","1067771"
"15344","15","0065","65 | Pacé / Parthenay-de-B.","0","1067991"
"15345","19","0065","65 | Pacé / Parthenay-de-B.","0","1068208"
"15346","26","0065","65 | Pacé / Parthenay-de-B.","0","1070469"
"15347","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15348","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15349","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"1535","28","0031","31 | Villejean Churchill","0","1049295"
"15350","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15351","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15352","6","0065","65 | Rennes Villejean-Université","1","1068440"
"15353","11","0065","65 | Rennes Villejean-Université","1","1067768"
"15354","15","0065","65 | Rennes Villejean-Université","1","1067988"
"15355","19","0065","65 | Rennes Villejean-Université","1","1068205"
"15356","26","0065","65 | Rennes Villejean-Université","1","1070466"
"15357","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15358","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15359","15","0065","65 | Rennes Villejean-Université","1","1067989"
"1536","8","0031","31 | Villejean Churchill","0","1049032"
"15360","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15361","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15362","6","0065","65 | Rennes Villejean-Université","1","1068456"
"15363","11","0065","65 | Rennes Villejean-Université","1","1067784"
"15364","15","0065","65 | Rennes Villejean-Université","1","1068004"
"15365","19","0065","65 | Rennes Villejean-Université","1","1068220"
"15366","26","0065","65 | Rennes Villejean-Université","1","1070482"
"15367","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15368","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15369","15","0065","65 | Rennes Villejean-Université","1","1067989"
"1537","13","0031","31 | Villejean Churchill","0","1048502"
"15370","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15371","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15372","6","0065","65 | Rennes Villejean-Université","1","1068448"
"15373","11","0065","65 | Rennes Villejean-Université","1","1067776"
"15374","15","0065","65 | Rennes Villejean-Université","1","1067996"
"15375","19","0065","65 | Rennes Villejean-Université","1","1068213"
"15376","26","0065","65 | Rennes Villejean-Université","1","1070474"
"15377","6","0065","65 | Rennes Villejean-Université","1","1068443"
"15378","11","0065","65 | Rennes Villejean-Université","1","1067771"
"15379","15","0065","65 | Rennes Villejean-Université","1","1067991"
"1538","17","0031","31 | Villejean Churchill","0","1047551"
"15380","19","0065","65 | Rennes Villejean-Université","1","1068208"
"15381","26","0065","65 | Rennes Villejean-Université","1","1070469"
"15382","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15383","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15384","15","0065","65 | Rennes Villejean-Université","1","1067989"
"15385","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15386","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15387","6","0065","65 | Rennes Villejean-Université","1","1068456"
"15388","11","0065","65 | Rennes Villejean-Université","1","1067784"
"15389","15","0065","65 | Rennes Villejean-Université","1","1068004"
"1539","21","0031","31 | Villejean Churchill","0","1049839"
"15390","19","0065","65 | Rennes Villejean-Université","1","1068220"
"15391","26","0065","65 | Rennes Villejean-Université","1","1070482"
"15392","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15393","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15394","15","0065","65 | Rennes Villejean-Université","1","1067989"
"15395","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15396","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15397","6","0065","65 | Rennes Villejean-Université","1","1068456"
"15398","11","0065","65 | Rennes Villejean-Université","1","1067784"
"15399","15","0065","65 | Rennes Villejean-Université","1","1068004"
"154","21","0006","6 | Cesson-Sévigné Base de Loisirs","1","1049921"
"1540","28","0031","31 | Villejean Churchill","0","1049296"
"15400","19","0065","65 | Rennes Villejean-Université","1","1068220"
"15401","26","0065","65 | Rennes Villejean-Université","1","1070482"
"15402","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15403","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15404","15","0065","65 | Rennes Villejean-Université","1","1067989"
"15405","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15406","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15407","6","0065","65 | Rennes Villejean-Université","1","1068441"
"15408","11","0065","65 | Rennes Villejean-Université","1","1067769"
"15409","15","0065","65 | Rennes Villejean-Université","1","1067989"
"1541","8","0031","31 | Villejean Churchill","0","1049032"
"15410","19","0065","65 | Rennes Villejean-Université","1","1068206"
"15411","26","0065","65 | Rennes Villejean-Université","1","1070467"
"15412","6","0065","65 | Rennes Villejean-Université","1","1068456"
"15413","11","0065","65 | Rennes Villejean-Université","1","1067784"
"15414","15","0065","65 | Rennes Villejean-Université","1","1068004"
"15415","19","0065","65 | Rennes Villejean-Université","1","1068220"
"15416","26","0065","65 | Rennes Villejean-Université","1","1070482"
"15417","6","0065","65 | Pacé / Parthenay-de-B.","0","1068448"
"15418","11","0065","65 | Pacé / Parthenay-de-B.","0","1067776"
"15419","15","0065","65 | Pacé / Parthenay-de-B.","0","1067996"
"1542","13","0031","31 | Villejean Churchill","0","1048502"
"15420","19","0065","65 | Pacé / Parthenay-de-B.","0","1068213"
"15421","26","0065","65 | Pacé / Parthenay-de-B.","0","1070474"
"15422","6","0065","65 | Rennes Villejean-Université","1","1068456"
"15423","11","0065","65 | Rennes Villejean-Université","1","1067784"
"15424","15","0065","65 | Rennes Villejean-Université","1","1068004"
"15425","19","0065","65 | Rennes Villejean-Université","1","1068220"
"15426","26","0065","65 | Rennes Villejean-Université","1","1070482"
"15427","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15428","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15429","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"1543","17","0031","31 | Villejean Churchill","0","1047551"
"15430","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15431","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15432","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15433","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15434","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"15435","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15436","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15437","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15438","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15439","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"1544","21","0031","31 | Villejean Churchill","0","1049839"
"15440","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15441","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15442","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15443","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
"15444","15","0065","65 | Pacé / Parthenay-de-B.","0","1067989"
"15445","19","0065","65 | Pacé / Parthenay-de-B.","0","1068206"
"15446","26","0065","65 | Pacé / Parthenay-de-B.","0","1070467"
"15447","6","0065","65 | Pacé / Parthenay-de-B.","0","1068456"
"15448","11","0065","65 | Pacé / Parthenay-de-B.","0","1067784"
"15449","15","0065","65 | Pacé / Parthenay-de-B.","0","1068004"
"1545","28","0031","31 | Villejean Churchill","0","1049296"
"15450","19","0065","65 | Pacé / Parthenay-de-B.","0","1068220"
"15451","26","0065","65 | Pacé / Parthenay-de-B.","0","1070482"
"15452","6","0065","65 | Pacé / Parthenay-de-B.","0","1068441"
"15453","11","0065","65 | Pacé / Parthenay-de-B.","0","1067769"
