trip_id,service_id,route_id,trip_headsign,direction_id,block_id
"1","8","0006","6 | Saint-Jacques Morinais","0","1049116"
"10050","11","0172","172 | Rennes Henri Fréville","1","1067727"
"10051","15","0172","172 | Rennes Henri Fréville","1","1067947"
"10052","19","0172","172 | Rennes Henri Fréville","1","1068164"
"10053","26","0172","172 | Rennes Henri Fréville","1","1070426"
"10054","6","0091","91 | Bruz Cicé Blossac","0","1068381"
"10055","11","0091","91 | Bruz Cicé Blossac","0","1067709"
"10056","15","0091","91 | Bruz Cicé Blossac","0","1067929"
"10057","19","0091","91 | Bruz Cicé Blossac","0","1068147"
"10058","26","0091","91 | Bruz Cicé Blossac","0","1070408"
"10059","6","0091","91 | Bruz Pont-Réan","0","1068380"
"1006","8","0011","11 | ZI Sud-Est","1","1048966"
"10060","11","0091","91 | Bruz Pont-Réan","0","1067708"
"10061","15","0091","91 | Bruz Pont-Réan","0","1067928"
"10062","19","0091","91 | Bruz Pont-Réan","0","1068146"
"10063","26","0091","91 | Bruz Pont-Réan","0","1070407"
"10064","6","0091","91 | Bruz Cicé Blossac","0","1068382"
"10065","11","0091","91 | Bruz Cicé Blossac","0","1067710"
"10066","15","0091","91 | Bruz Cicé Blossac","0","1067930"
"10067","19","0091","91 | Bruz Cicé Blossac","0","1068148"
"10068","26","0091","91 | Bruz Cicé Blossac","0","1070409"
"10069","6","0091","91 | Noyal-Châtillon-sur-Seiche","1","1068385"
"1007","13","0011","11 | ZI Sud-Est","1","1048436"
"10070","11","0091","91 | Noyal-Châtillon-sur-Seiche","1","1067713"
"10071","15","0091","91 | Noyal-Châtillon-sur-Seiche","1","1067933"
"10072","19","0091","91 | Noyal-Châtillon-sur-Seiche","1","1068151"
"10073","26","0091","91 | Noyal-Châtillon-sur-Seiche","1","1070412"
"10074","6","0091","91 | Bruz Cicé Blossac","0","1068385"
"10075","11","0091","91 | Bruz Cicé Blossac","0","1067713"
"10076","15","0091","91 | Bruz Cicé Blossac","0","1067933"
"10077","19","0091","91 | Bruz Cicé Blossac","0","1068151"
"10078","26","0091","91 | Bruz Cicé Blossac","0","1070412"
"10079","6","0091","91 | Bruz Pont-Réan","0","1068384"
"1008","17","0011","11 | ZI Sud-Est","1","1047482"
"10080","11","0091","91 | Bruz Pont-Réan","0","1067712"
"10081","15","0091","91 | Bruz Pont-Réan","0","1067932"
"10082","19","0091","91 | Bruz Pont-Réan","0","1068150"
"10083","26","0091","91 | Bruz Pont-Réan","0","1070411"
"10084","6","0091","91 | Bruz Pont-Réan","0","1068385"
"10085","11","0091","91 | Bruz Pont-Réan","0","1067713"
"10086","15","0091","91 | Bruz Pont-Réan","0","1067933"
"10087","19","0091","91 | Bruz Pont-Réan","0","1068151"
"10088","26","0091","91 | Bruz Pont-Réan","0","1070412"
"10089","6","0091","91 | Bruz Pont-Réan","0","1068383"
"1009","21","0011","11 | ZI Sud-Est","1","1049773"
"10090","11","0091","91 | Bruz Pont-Réan","0","1067711"
"10091","15","0091","91 | Bruz Pont-Réan","0","1067931"
"10092","19","0091","91 | Bruz Pont-Réan","0","1068149"
"10093","26","0091","91 | Bruz Pont-Réan","0","1070410"
"10094","6","0091","91 | Noyal-Châtillon-sur-Seiche","1","1068384"
"10095","11","0091","91 | Noyal-Châtillon-sur-Seiche","1","1067712"
"10096","15","0091","91 | Noyal-Châtillon-sur-Seiche","1","1067932"
