service_id,date,exception_type
4503603928028618,20140508,2
4503603928028618,20140509,2
4503603928028618,20140529,2
4503603928028618,20140530,2
4503603928028618,20140609,2
4503603928029231,20140421,2
4503603928029231,20140501,2
4503603928029231,20140508,2
4503603928029231,20140529,2
4503603928029231,20140609,2
4503603928031644,20140421,1
4503603928031644,20140508,1
4503603928031644,20140529,1
4503603928031644,20140609,1
4503603928033345,20140429,2
4503603928033345,20140430,2
4503603928033345,20140501,2
4503603928033345,20140502,2
4503603928033345,20140506,2
4503603928033345,20140507,2
4503603928033345,20140508,2
4503603928033345,20140509,2
4503603928033345,20140512,1
4503603928033345,20140519,1
4503603928033345,20140526,1
4503603928033345,20140529,2
4503603928033345,20140530,2
4503603928033345,20140602,1
4503603928033345,20140616,1
4503603928033660,20140429,2
4503603928033660,20140501,2
4503603928033660,20140502,2
4503603928033660,20140506,2
4503603928033660,20140508,2
4503603928033660,20140509,2
4503603928033660,20140512,1
4503603928033660,20140519,1
4503603928033660,20140526,1
4503603928033660,20140528,1
4503603928033660,20140529,2
4503603928033660,20140530,2
4503603928033660,20140602,1
4503603928033660,20140611,1
4503603928033660,20140616,1
4503603928033693,20140428,2
4503603928033693,20140505,2
4503603928033693,20140508,1
4503603928033693,20140512,2
4503603928033693,20140518,1
4503603928033693,20140519,2
4503603928033693,20140525,1
4503603928033693,20140526,2
4503603928033693,20140529,1
4503603928033693,20140601,1
4503603928033693,20140602,2
4503603928033693,20140608,1
4503603928033693,20140615,1
4503603928042572,20140515,2
4503603928042572,20140522,2
4503603928042572,20140605,2
4503603928042572,20140609,1
4503603928042572,20140612,2
4503603928043058,20140501,2
4503603928043058,20140815,1
4503603928043058,20141101,1
4503603928043059,20140621,2
4503603928043059,20140815,2
4503603928043059,20141101,2
4503603928043263,20140529,2
4503603928043263,20140530,2
4503603928043263,20140609,2
4503603928044673,20140529,2
4503603928044673,20140609,2
4503603928044673,20140714,2
4503603928044673,20140815,2
4503603928044673,20141111,2
4503603928044673,20150101,2
4503603928044673,20150406,2
4503603928044673,20150501,2
4503603928044673,20150508,2
4503603928044673,20150514,2
4503603928044673,20150525,2
4503603928044673,20150714,2
4503603928044686,20140528,2
4503603928044876,20140530,2
4503603928045461,20140529,2
4503603928045461,20140609,2
4503603928045730,20140529,1
4503603928045730,20140609,1
4503603928046054,20140528,1
4503603928046054,20140529,2
4503603928046054,20140530,2
4503603928046054,20140609,2
4503603928046054,20140611,1
4503603928046967,20140529,2
4503603928046967,20140609,2
4503603928047005,20140529,1
4503603928047005,20140609,1
4503603928050310,20140605,2
4503603928050310,20140609,1
4503603928057381,20140605,1
4503603928057381,20140606,1
4503603928057381,20140609,2
4503603928057381,20140612,1
4503603928057381,20140613,1
4503603928057927,20140605,2
4503603928057927,20140609,1
4503603928057927,20140612,2
4503603928058183,20140501,2
4503603928058183,20140611,2
4503603928058183,20140612,2
4503603928058183,20140815,1
4503603928058183,20141101,1
4503603928058183,20141214,2
4503603928058183,20141221,2
4503603928058184,20140611,1
4503603928058184,20140612,1
4503603928058184,20140621,2
4503603928058184,20140815,2
4503603928058184,20141101,2
4503603928058184,20141214,1
4503603928058184,20141221,1
4503603928058187,20140609,2
4503603928058586,20140609,2
4503603928058586,20140611,1
4785078899048804,20140421,2
4785078899048804,20140501,2
4785078899048804,20140502,2
4785078899048804,20140508,2
4785078899048804,20140509,2
4785078899048804,20140529,2
4785078899048804,20140609,2
4785078899048804,20140721,2
4785078899048804,20140722,2
4785078899048804,20140723,2
4785078899048804,20140724,2
4785078899048804,20140725,2
4785078899048804,20140728,2
4785078899048804,20140729,2
4785078899048804,20140730,2
4785078899048804,20140731,2
4785078899048804,20140801,2
4785078899048804,20140804,2
4785078899048804,20140805,2
4785078899048804,20140806,2
4785078899048804,20140807,2
4785078899048804,20140808,2
4785078899048804,20140811,2
4785078899048804,20140812,2
4785078899048804,20140813,2
4785078899048804,20140814,2
4785078899048804,20140815,2
4785078899048804,20140818,2
4785078899048804,20140819,2
4785078899048804,20140820,2
4785078899048804,20140821,2
4785078899048804,20140822,2
4785078899048804,20141111,2
4785078899048804,20141214,1
4785078899048804,20141221,1
4785078899048804,20141225,2
4785078899048805,20140110,1
4785078899048805,20140117,1
4785078899048805,20140124,1
4785078899048805,20140131,1
4785078899048805,20140207,1
4785078899048805,20140214,1
4785078899048805,20140221,1
4785078899048805,20140228,1
4785078899048805,20140307,1
4785078899048805,20140314,1
4785078899048805,20140321,1
4785078899048805,20140328,1
4785078899048805,20140404,1
4785078899048805,20140411,1
4785078899048805,20140418,1
4785078899048805,20140421,2
4785078899048805,20140425,1
4785078899048805,20140501,2
4785078899048805,20140508,2
4785078899048805,20140516,1
4785078899048805,20140523,1
4785078899048805,20140529,2
4785078899048805,20140606,1
4785078899048805,20140609,2
4785078899048805,20140613,1
4785078899048805,20140620,1
4785078899048805,20140627,1
4785078899048805,20140704,1
4785078899048805,20140711,1
4785078899048805,20140721,2
4785078899048805,20140722,2
4785078899048805,20140723,2
4785078899048805,20140724,2
4785078899048805,20140728,2
4785078899048805,20140729,2
4785078899048805,20140730,2
4785078899048805,20140731,2
4785078899048805,20140804,2
4785078899048805,20140805,2
4785078899048805,20140806,2
4785078899048805,20140807,2
4785078899048805,20140811,2
4785078899048805,20140812,2
4785078899048805,20140813,2
4785078899048805,20140814,2
4785078899048805,20140818,2
4785078899048805,20140819,2
4785078899048805,20140820,2
4785078899048805,20140821,2
4785078899048805,20140829,1
4785078899048805,20140905,1
4785078899048805,20140912,1
4785078899048805,20140919,1
4785078899048805,20140926,1
4785078899048805,20141003,1
4785078899048805,20141010,1
4785078899048805,20141017,1
4785078899048805,20141024,1
4785078899048805,20141031,1
4785078899048805,20141107,1
4785078899048805,20141111,2
4785078899048805,20141114,1
4785078899048805,20141121,1
4785078899048805,20141128,1
4785078899048805,20141205,1
4785078899048805,20141212,1
4785078899048805,20141214,1
4785078899048805,20141219,1
4785078899048805,20141221,1
4785078899048805,20141225,2
4785078899048807,20140421,2
4785078899048807,20140428,2
4785078899048807,20140429,2
4785078899048807,20140501,2
4785078899048807,20140508,2
4785078899048807,20140529,2
4785078899048807,20140609,2
4785078899048807,20140714,2
4785078899048807,20140715,2
4785078899048807,20140716,2
4785078899048807,20140717,2
4785078899048807,20140721,2
4785078899048807,20140722,2
4785078899048807,20140723,2
4785078899048807,20140724,2
4785078899048807,20140728,2
4785078899048807,20140729,2
4785078899048807,20140730,2
4785078899048807,20140731,2
4785078899048807,20140804,2
4785078899048807,20140805,2
4785078899048807,20140806,2
4785078899048807,20140807,2
4785078899048807,20140811,2
4785078899048807,20140812,2
4785078899048807,20140813,2
4785078899048807,20140814,2
4785078899048807,20140818,2
4785078899048807,20140819,2
4785078899048807,20140820,2
4785078899048807,20140821,2
4785078899048807,20140825,2
4785078899048807,20140826,2
4785078899048807,20140827,2
4785078899048807,20141111,2
4785078899048812,20140421,2
4785078899048812,20140501,2
4785078899048812,20140508,2
4785078899048812,20140529,2
4785078899048812,20140609,2
4785078899048812,20140721,2
4785078899048812,20140722,2
4785078899048812,20140723,2
4785078899048812,20140724,2
4785078899048812,20140728,2
4785078899048812,20140729,2
4785078899048812,20140730,2
4785078899048812,20140731,2
4785078899048812,20140804,2
4785078899048812,20140805,2
4785078899048812,20140806,2
4785078899048812,20140807,2
4785078899048812,20140811,2
4785078899048812,20140812,2
4785078899048812,20140813,2
4785078899048812,20140814,2
4785078899048812,20140818,2
4785078899048812,20140819,2
4785078899048812,20140820,2
4785078899048812,20140821,2
4785078899048812,20141111,2
4785078899048812,20141214,1
4785078899048812,20141221,1
4785078899048812,20141225,2
4785078899048813,20140502,2
4785078899048813,20140509,2
4785078899048813,20140530,2
4785078899048813,20140718,2
4785078899048813,20140725,2
4785078899048813,20140801,2
4785078899048813,20140808,2
4785078899048813,20140815,2
4785078899048813,20140822,2
4785078899048825,20140621,2
4785078899048825,20141101,2
4785078899048826,20140621,2
4785078899048826,20140726,2
4785078899048826,20140802,2
4785078899048826,20140809,2
4785078899048826,20140816,2
4785078899048826,20141101,2
4785078899048828,20140110,2
4785078899048828,20140117,2
4785078899048828,20140124,2
4785078899048828,20140131,2
4785078899048828,20140207,2
4785078899048828,20140214,2
4785078899048828,20140221,2
4785078899048828,20140228,2
4785078899048828,20140307,2
4785078899048828,20140314,2
4785078899048828,20140321,2
4785078899048828,20140328,2
4785078899048828,20140404,2
4785078899048828,20140411,2
4785078899048828,20140418,2
4785078899048828,20140425,2
4785078899048828,20140502,2
4785078899048828,20140509,2
4785078899048828,20140516,2
4785078899048828,20140523,2
4785078899048828,20140606,2
4785078899048828,20140613,2
4785078899048828,20140620,2
4785078899048828,20140621,2
4785078899048828,20140627,2
4785078899048828,20140704,2
4785078899048828,20140711,2
4785078899048828,20140725,2
4785078899048828,20140726,2
4785078899048828,20140801,2
4785078899048828,20140802,2
4785078899048828,20140808,2
4785078899048828,20140809,2
4785078899048828,20140815,2
4785078899048828,20140816,2
4785078899048828,20140822,2
4785078899048828,20140829,2
4785078899048828,20140905,2
4785078899048828,20140912,2
4785078899048828,20140919,2
4785078899048828,20140926,2
4785078899048828,20141003,2
4785078899048828,20141010,2
4785078899048828,20141017,2
4785078899048828,20141024,2
4785078899048828,20141031,2
4785078899048828,20141101,2
4785078899048828,20141107,2
4785078899048828,20141114,2
4785078899048828,20141121,2
4785078899048828,20141128,2
4785078899048828,20141205,2
4785078899048828,20141212,2
4785078899048828,20141219,2
4785078899048829,20140108,2
4785078899048829,20140115,2
4785078899048829,20140122,2
4785078899048829,20140129,2
4785078899048829,20140205,2
4785078899048829,20140212,2
4785078899048829,20140219,2
4785078899048829,20140226,2
4785078899048829,20140305,2
4785078899048829,20140312,2
4785078899048829,20140319,2
4785078899048829,20140326,2
4785078899048829,20140402,2
4785078899048829,20140409,2
4785078899048829,20140416,2
4785078899048829,20140421,1
4785078899048829,20140423,2
4785078899048829,20140430,2
4785078899048829,20140507,2
4785078899048829,20140508,1
4785078899048829,20140514,2
4785078899048829,20140521,2
4785078899048829,20140528,2
4785078899048829,20140529,1
4785078899048829,20140604,2
4785078899048829,20140609,1
4785078899048829,20140611,2
4785078899048829,20140618,2
4785078899048829,20140625,2
4785078899048829,20140702,2
4785078899048829,20140709,2
4785078899048829,20140716,2
4785078899048829,20140723,2
4785078899048829,20140730,2
4785078899048829,20140806,2
4785078899048829,20140813,2
4785078899048829,20140815,1
4785078899048829,20140820,2
4785078899048829,20140827,2
4785078899048829,20140903,2
4785078899048829,20140910,2
4785078899048829,20140917,2
4785078899048829,20140924,2
4785078899048829,20141001,2
4785078899048829,20141008,2
4785078899048829,20141015,2
4785078899048829,20141022,2
4785078899048829,20141029,2
4785078899048829,20141101,1
4785078899048829,20141105,2
4785078899048829,20141111,1
4785078899048829,20141112,2
4785078899048829,20141119,2
4785078899048829,20141126,2
4785078899048829,20141203,2
4785078899048829,20141210,2
4785078899048829,20141214,2
4785078899048829,20141217,2
4785078899048829,20141221,2
4785078899048829,20141224,2
4785078899048829,20141225,1
4785078899048830,20140330,2
4785078899048830,20140420,2
4785078899048830,20140421,1
4785078899048830,20140608,2
4785078899048830,20140609,1
4785078899048830,20140727,2
4785078899048830,20140803,2
4785078899048830,20140810,2
4785078899048830,20140817,2
4785078899048830,20141214,2
4785078899048830,20141221,2
4785078899048836,20140505,2
4785078899048836,20140506,2
4785078899048836,20140512,2
4785078899048836,20140513,2
4785078899048836,20140519,2
4785078899048836,20140520,2
4785078899048836,20140526,2
4785078899048836,20140527,2
4785078899048836,20140602,2
4785078899048836,20140603,2
4785078899048836,20140609,2
4785078899048836,20140610,2
4785078899048836,20140616,2
4785078899048836,20140617,2
4785078899048836,20140623,2
4785078899048836,20140624,2
4785078899048836,20140630,2
4785078899048836,20140701,2
4785078899048836,20140707,2
4785078899048836,20140708,2
4785078899048836,20140716,1
4785078899048836,20140717,1
4785078899048836,20140721,2
4785078899048836,20140722,2
4785078899048836,20140728,2
4785078899048836,20140729,2
4785078899048836,20140804,2
4785078899048836,20140805,2
4785078899048836,20140811,2
4785078899048836,20140812,2
4785078899048836,20140818,2
4785078899048836,20140819,2
4785078899048836,20140827,1
4785078899048836,20140901,2
4785078899048836,20140902,2
4785078899048836,20140908,2
4785078899048836,20140909,2
4785078899048836,20140915,2
4785078899048836,20140916,2
4785078899048836,20140922,2
4785078899048836,20140923,2
4785078899048836,20140929,2
4785078899048836,20140930,2
4785078899048836,20141006,2
4785078899048836,20141007,2
4785078899048836,20141013,2
4785078899048836,20141014,2
4785078899048836,20141020,2
4785078899048836,20141021,2
4785078899048836,20141027,2
4785078899048836,20141028,2
4785078899048836,20141103,2
4785078899048836,20141104,2
4785078899048836,20141110,2
4785078899048836,20141111,2
4785078899048836,20141117,2
4785078899048836,20141118,2
4785078899048836,20141124,2
4785078899048836,20141125,2
4785078899048836,20141201,2
4785078899048836,20141202,2
4785078899048836,20141208,2
4785078899048836,20141209,2
4785078899048836,20141214,1
4785078899048836,20141215,2
4785078899048836,20141216,2
4785078899048836,20141221,1
4785078899048836,20141224,1
4785078899048836,20141231,1
4785078899048843,20140110,2
4785078899048843,20140117,2
4785078899048843,20140124,2
4785078899048843,20140131,2
4785078899048843,20140207,2
4785078899048843,20140214,2
4785078899048843,20140221,2
4785078899048843,20140228,2
4785078899048843,20140307,2
4785078899048843,20140314,2
4785078899048843,20140321,2
4785078899048843,20140328,2
4785078899048843,20140404,2
4785078899048843,20140411,2
4785078899048843,20140418,2
4785078899048843,20140425,2
4785078899048843,20140502,2
4785078899048843,20140509,2
4785078899048843,20140516,2
4785078899048843,20140523,2
4785078899048843,20140606,2
4785078899048843,20140613,2
4785078899048843,20140620,2
4785078899048843,20140627,2
4785078899048843,20140704,2
4785078899048843,20140711,2
4785078899048843,20140725,2
4785078899048843,20140801,2
4785078899048843,20140808,2
4785078899048843,20140815,2
4785078899048843,20140822,2
4785078899048843,20140829,2
4785078899048843,20140905,2
4785078899048843,20140912,2
4785078899048843,20140919,2
4785078899048843,20140926,2
4785078899048843,20141003,2
4785078899048843,20141010,2
4785078899048843,20141017,2
4785078899048843,20141024,2
4785078899048843,20141031,2
4785078899048843,20141107,2
4785078899048843,20141114,2
4785078899048843,20141121,2
4785078899048843,20141128,2
4785078899048843,20141205,2
4785078899048843,20141212,2
4785078899048843,20141219,2
4785078899048847,20140516,2
4785078899048847,20140523,2
4785078899048847,20140530,2
4785078899048847,20140606,2
4785078899048847,20140613,2
4785078899048847,20140620,2
4785078899048847,20140627,2
4785078899048847,20140704,2
4785078899048847,20140711,2
4785078899048847,20140718,2
4785078899048847,20140721,1
4785078899048847,20140722,1
4785078899048847,20140723,1
4785078899048847,20140724,1
4785078899048847,20140728,1
4785078899048847,20140729,1
4785078899048847,20140730,1
4785078899048847,20140731,1
4785078899048847,20140804,1
4785078899048847,20140805,1
4785078899048847,20140806,1
4785078899048847,20140807,1
4785078899048847,20140811,1
4785078899048847,20140812,1
4785078899048847,20140813,1
4785078899048847,20140814,1
4785078899048847,20140815,2
4785078899048847,20140818,1
4785078899048847,20140819,1
4785078899048847,20140820,1
4785078899048847,20140821,1
4785078899048853,20140516,2
4785078899048853,20140523,2
4785078899048853,20140530,2
4785078899048853,20140606,2
4785078899048853,20140613,2
4785078899048853,20140620,2
4785078899048853,20140627,2
4785078899048853,20140704,2
4785078899048853,20140711,2
4785078899048853,20140718,2
4785078899048853,20140726,1
4785078899048853,20140802,1
4785078899048853,20140809,1
4785078899048853,20140815,2
4785078899048853,20140816,1
4785078899048858,20140108,2
4785078899048858,20140115,2
4785078899048858,20140122,2
4785078899048858,20140129,2
4785078899048858,20140205,2
4785078899048858,20140212,2
4785078899048858,20140219,2
4785078899048858,20140226,2
4785078899048858,20140305,2
4785078899048858,20140312,2
4785078899048858,20140319,2
4785078899048858,20140326,2
4785078899048858,20140330,1
4785078899048858,20140402,2
4785078899048858,20140409,2
4785078899048858,20140416,2
4785078899048858,20140420,1
4785078899048858,20140423,2
4785078899048858,20140430,2
4785078899048858,20140507,2
4785078899048858,20140508,1
4785078899048858,20140514,2
4785078899048858,20140521,2
4785078899048858,20140528,2
4785078899048858,20140529,1
4785078899048858,20140604,2
4785078899048858,20140608,1
4785078899048858,20140611,2
4785078899048858,20140618,2
4785078899048858,20140625,2
4785078899048858,20140702,2
4785078899048858,20140709,2
4785078899048858,20140716,2
4785078899048858,20140723,2
4785078899048858,20140727,1
4785078899048858,20140730,2
4785078899048858,20140803,1
4785078899048858,20140806,2
4785078899048858,20140810,1
4785078899048858,20140813,2
4785078899048858,20140815,1
4785078899048858,20140817,1
4785078899048858,20140820,2
4785078899048858,20140827,2
4785078899048858,20140903,2
4785078899048858,20140910,2
4785078899048858,20140917,2
4785078899048858,20140924,2
4785078899048858,20141001,2
4785078899048858,20141008,2
4785078899048858,20141015,2
4785078899048858,20141022,2
4785078899048858,20141029,2
4785078899048858,20141101,1
4785078899048858,20141105,2
4785078899048858,20141111,1
4785078899048858,20141112,2
4785078899048858,20141119,2
4785078899048858,20141126,2
4785078899048858,20141203,2
4785078899048858,20141210,2
4785078899048858,20141217,2
4785078899048858,20141224,2
4785078899048858,20141225,1
4785078899049044,20140303,2
4785078899049044,20140304,2
4785078899049044,20140305,2
4785078899049044,20140421,2
4785078899049044,20140428,2
4785078899049044,20140429,2
4785078899049044,20140501,2
4785078899049044,20140502,2
4785078899049044,20140505,2
4785078899049044,20140506,2
4785078899049044,20140508,2
4785078899049044,20140509,2
4785078899049044,20140529,2
4785078899049044,20140530,2
4785078899049044,20140609,2
4785078899049044,20140714,2
4785078899049044,20140715,2
4785078899049044,20140716,2
4785078899049044,20140717,2
4785078899049044,20140718,2
4785078899049044,20140721,2
4785078899049044,20140722,2
4785078899049044,20140723,2
4785078899049044,20140724,2
4785078899049044,20140725,2
